#Device,LCX200,,,,,,,,
#Device Name,RS-LCX200-02169.local,,,,,,,,
#Format,LOG,,,,,,,,
#Date,2025-03-11,,,,,,,,
#Version,02.036 001FCD160E,,,,,,,,
#Serial No.,102169,,,,,,,,
#Logging Interval[s],0,,,,,,,,
#Mode,Unlimited,,,,,,,,
#Start Time,15:18:50,,,,,,,,
#Stop Time,15:20:16,,,,,,,,
#Actual Count,200,,,,,,,,
Timestamp,Ls[H],R[Ohm],Z[Ohm],Θd[°],IBias[A],Bias Enable,Ext. Voltage Enable,Voltage[V],Frequency[Hz]
15:19:35.923,0.00000242255,0.0132833,0.0174775,40.5339,0,FALSE,FALSE,1,746.231
15:19:36.246,0.00000242206,0.0133129,0.017598,40.8433,0,FALSE,FALSE,1,756.261
15:19:36.666,0.00000240245,0.0133458,0.017661,40.9164,0,FALSE,FALSE,1,766.291
15:19:36.995,0.00000240487,0.0133193,0.0177484,41.3707,0,FALSE,FALSE,1,776.322
15:19:37.313,0.00000240613,0.0133144,0.0178494,41.7611,0,FALSE,FALSE,1,786.352
15:19:37.637,0.00000241151,0.0133282,0.0179791,42.1563,0,FALSE,FALSE,1,796.382
15:19:37.957,0.00000240079,0.0133244,0.0180419,42.3943,0,FALSE,FALSE,1,806.412
15:19:38.277,0.00000238431,0.0133271,0.0180891,42.5446,0,FALSE,FALSE,1,816.442
15:19:38.599,0.00000239887,0.0133747,0.0182773,42.9654,0,FALSE,FALSE,1,826.472
15:19:38.919,0.00000240246,0.0133542,0.0183787,43.3969,0,FALSE,FALSE,1,836.503
15:19:39.240,0.00000240692,0.0133887,0.0185244,43.7172,0,FALSE,FALSE,1,846.533
15:19:39.558,0.00000239411,0.0133389,0.0185458,44.0084,0,FALSE,FALSE,1,856.563
15:19:39.879,0.00000239187,0.0134238,0.0187033,44.1332,0,FALSE,FALSE,1,866.593
15:19:40.200,0.00000240051,0.0133703,0.0188039,44.6804,0,FALSE,FALSE,1,876.623
15:19:40.521,0.0000023829,0.0134178,0.018875,44.6938,0,FALSE,FALSE,1,886.653
15:19:40.840,0.00000238936,0.0134313,0.0190162,45.0648,0,FALSE,FALSE,1,896.683
15:19:41.162,0.00000239971,0.013412,0.0191516,45.5486,0,FALSE,FALSE,1,906.714
15:19:41.483,0.00000240497,0.0133903,0.0192665,45.9727,0,FALSE,FALSE,1,916.744
15:19:41.803,0.00000238835,0.0134227,0.0193285,46.0165,0,FALSE,FALSE,1,926.774
15:19:42.122,0.00000239452,0.0134567,0.0194868,46.326,0,FALSE,FALSE,1,936.804
15:19:42.442,0.00000238933,0.0133924,0.0195297,46.7056,0,FALSE,FALSE,1,946.834
15:19:42.763,0.00000238471,0.0134451,0.0196552,46.8392,0,FALSE,FALSE,1,956.864
15:19:43.184,0.00000238305,0.0134702,0.0197748,47.064,0,FALSE,FALSE,1,966.894
15:19:43.607,0.00000238457,0.0134582,0.0198837,47.4025,0,FALSE,FALSE,1,976.925
15:19:43.925,0.00000238401,0.0134604,0.0199936,47.6827,0,FALSE,FALSE,1,986.955
15:19:44.245,0.00000237694,0.0134468,0.0200629,47.9149,0,FALSE,FALSE,1,996.985
15:19:44.566,0.00000248607,0.0134764,0.0207134,49.4124,0,FALSE,FALSE,1,1007.02
15:19:44.885,0.00000247254,0.0134556,0.0207533,49.582,0,FALSE,FALSE,1,1017.05
15:19:45.206,0.00000246143,0.0134719,0.0208279,49.698,0,FALSE,FALSE,1,1027.08
15:19:45.526,0.00000244522,0.0134978,0.0208825,49.7315,0,FALSE,FALSE,1,1037.11
15:19:45.851,0.00000242688,0.0135118,0.020917,49.7615,0,FALSE,FALSE,1,1047.14
15:19:46.171,0.00000240945,0.0134667,0.0209164,49.9215,0,FALSE,FALSE,1,1057.17
15:19:46.490,0.00000239831,0.0135175,0.0210082,49.951,0,FALSE,FALSE,1,1067.2
15:19:46.814,0.00000238015,0.0134908,0.0210126,50.0564,0,FALSE,FALSE,1,1077.23
15:19:47.136,0.0000023685,0.0135228,0.0210871,50.1125,0,FALSE,FALSE,1,1087.26
15:19:47.456,0.00000236636,0.0135283,0.021194,50.3343,0,FALSE,FALSE,1,1097.29
15:19:47.774,0.00000236784,0.0134912,0.0212935,50.6849,0,FALSE,FALSE,1,1107.32
15:19:48.096,0.00000235993,0.0135317,0.0213916,50.76,0,FALSE,FALSE,1,1117.35
15:19:48.415,0.00000235832,0.0135128,0.0214863,51.0307,0,FALSE,FALSE,1,1127.38
15:19:48.830,0.00000237277,0.0135219,0.0216884,51.4304,0,FALSE,FALSE,1,1137.41
15:19:49.245,0.00000236913,0.0134988,0.0217705,51.6803,0,FALSE,FALSE,1,1147.44
15:19:49.559,0.00000237044,0.0135164,0.0219063,51.9018,0,FALSE,FALSE,1,1157.47
15:19:49.871,0.0000023633,0.0135368,0.0219952,52.0159,0,FALSE,FALSE,1,1167.5
15:19:50.185,0.00000236377,0.0134835,0.022083,52.3681,0,FALSE,FALSE,1,1177.53
15:19:50.501,0.00000236402,0.0135685,0.0222543,52.4322,0,FALSE,FALSE,1,1187.56
15:19:50.812,0.00000237335,0.0135205,0.0223995,52.8712,0,FALSE,FALSE,1,1197.59
15:19:51.128,0.00000236644,0.0135611,0.0225014,52.9382,0,FALSE,FALSE,1,1207.62
15:19:51.446,0.00000236596,0.0135536,0.0226132,53.1755,0,FALSE,FALSE,1,1217.65
15:19:51.757,0.00000237275,0.0135526,0.0227742,53.4813,0,FALSE,FALSE,1,1227.68
15:19:52.168,0.00000236613,0.0136235,0.0228952,53.4847,0,FALSE,FALSE,1,1237.71
15:19:52.481,0.00000237019,0.0136099,0.0230329,53.7797,0,FALSE,FALSE,1,1247.74
15:19:52.795,0.00000236744,0.0135759,0.0231159,54.0347,0,FALSE,FALSE,1,1257.77
15:19:53.105,0.00000236699,0.0135913,0.0232429,54.2146,0,FALSE,FALSE,1,1267.8
15:19:53.425,0.0000023718,0.0136302,0.0234181,54.4062,0,FALSE,FALSE,1,1277.83
15:19:53.738,0.00000236748,0.0136818,0.0235413,54.4664,0,FALSE,FALSE,1,1287.86
15:19:54.050,0.00000236566,0.013658,0.023637,54.7025,0,FALSE,FALSE,1,1297.89
15:19:54.363,0.00000236531,0.0135394,0.0236885,55.1409,0,FALSE,FALSE,1,1307.92
15:19:54.675,0.0000023672,0.0136432,0.023883,55.1624,0,FALSE,FALSE,1,1317.95
15:19:55.090,0.00000236586,0.0136621,0.0240072,55.3136,0,FALSE,FALSE,1,1327.98
15:19:55.402,0.00000236556,0.0137263,0.0241643,55.3864,0,FALSE,FALSE,1,1338.01
15:19:55.714,0.00000236707,0.0136541,0.024257,55.7438,0,FALSE,FALSE,1,1348.04
15:19:56.026,0.00000237168,0.0135958,0.0243804,56.1064,0,FALSE,FALSE,1,1358.07
15:19:56.337,0.00000236867,0.0137778,0.0245846,55.915,0,FALSE,FALSE,1,1368.1
15:19:56.649,0.00000236812,0.0136731,0.0246462,56.3047,0,FALSE,FALSE,1,1378.13
15:19:56.962,0.00000236388,0.0136619,0.0247335,56.4707,0,FALSE,FALSE,1,1388.16
15:19:57.274,0.00000236843,0.0137671,0.0249491,56.509,0,FALSE,FALSE,1,1398.19
15:19:57.586,0.00000236868,0.0137768,0.0250809,56.6814,0,FALSE,FALSE,1,1408.22
15:19:57.898,0.00000236758,0.0138032,0.025212,56.8054,0,FALSE,FALSE,1,1418.25
15:19:58.211,0.00000236689,0.0136548,0.0252512,57.2648,0,FALSE,FALSE,1,1428.28
15:19:58.522,0.00000236618,0.0137564,0.0254263,57.2461,0,FALSE,FALSE,1,1438.31
15:19:58.836,0.0000023682,0.0137722,0.0255759,57.4194,0,FALSE,FALSE,1,1448.34
15:19:59.148,0.00000237037,0.013774,0.0257194,57.619,0,FALSE,FALSE,1,1458.37
15:19:59.461,0.00000236823,0.0137945,0.02584,57.7346,0,FALSE,FALSE,1,1468.4
15:19:59.873,0.00000236847,0.0138024,0.0259724,57.8982,0,FALSE,FALSE,1,1478.43
15:20:00.186,0.00000236583,0.013721,0.026035,58.1955,0,FALSE,FALSE,1,1488.46
15:20:00.498,0.00000236181,0.0138712,0.0262088,58.0449,0,FALSE,FALSE,1,1498.49
15:20:00.809,0.00000235832,0.0137302,0.0262331,58.4398,0,FALSE,FALSE,1,1508.52
15:20:01.221,0.00000236157,0.0137629,0.0264033,58.5835,0,FALSE,FALSE,1,1518.55
15:20:01.539,0.00000236033,0.0137854,0.0265319,58.696,0,FALSE,FALSE,1,1528.58
15:20:01.852,0.00000236368,0.0137335,0.0266601,58.9936,0,FALSE,FALSE,1,1538.61
15:20:02.164,0.00000235988,0.0137839,0.0267821,59.0246,0,FALSE,FALSE,1,1548.64
15:20:02.480,0.00000236358,0.0137462,0.0269215,59.296,0,FALSE,FALSE,1,1558.67
15:20:02.792,0.00000236221,0.0137374,0.0270336,59.4587,0,FALSE,FALSE,1,1568.7
15:20:03.105,0.00000236751,0.01378,0.0272288,59.5968,0,FALSE,FALSE,1,1578.73
15:20:03.417,0.00000236226,0.0137591,0.0273018,59.7374,0,FALSE,FALSE,1,1588.76
15:20:03.728,0.00000236145,0.0137166,0.0274021,59.9625,0,FALSE,FALSE,1,1598.79
15:20:04.143,0.00000236785,0.0137753,0.0276164,60.0788,0,FALSE,FALSE,1,1608.82
15:20:04.555,0.00000236563,0.0137158,0.0276967,60.3162,0,FALSE,FALSE,1,1618.85
15:20:04.870,0.00000235795,0.0137841,0.0277918,60.2657,0,FALSE,FALSE,1,1628.88
15:20:05.182,0.00000235767,0.0137866,0.0279197,60.4097,0,FALSE,FALSE,1,1638.91
15:20:05.495,0.00000236825,0.0137858,0.0281441,60.6707,0,FALSE,FALSE,1,1648.94
15:20:05.806,0.00000235688,0.0137513,0.028154,60.7626,0,FALSE,FALSE,1,1658.97
15:20:06.119,0.00000236304,0.0137741,0.0283513,60.9327,0,FALSE,FALSE,1,1669.01
15:20:06.435,0.00000236191,0.0137388,0.028454,61.1289,0,FALSE,FALSE,1,1679.04
15:20:06.753,0.0000023595,0.0137969,0.02859,61.1462,0,FALSE,FALSE,1,1689.07
15:20:07.166,0.00000235758,0.0137153,0.0286632,61.4126,0,FALSE,FALSE,1,1699.1
15:20:07.578,0.0000023562,0.0137188,0.0287825,61.5339,0,FALSE,FALSE,1,1709.13
15:20:07.888,0.00000235409,0.013778,0.0289212,61.5496,0,FALSE,FALSE,1,1719.16
15:20:08.201,0.00000235689,0.0137717,0.0290754,61.7283,0,FALSE,FALSE,1,1729.19
15:20:08.515,0.00000235805,0.0137255,0.0291958,61.958,0,FALSE,FALSE,1,1739.22
15:20:08.830,0.00000235475,0.0137662,0.0293141,61.991,0,FALSE,FALSE,1,1749.25
15:20:09.141,0.00000236084,0.0136882,0.0294684,62.3219,0,FALSE,FALSE,1,1759.28
15:20:09.453,0.00000235115,0.0137322,0.0295253,62.2833,0,FALSE,FALSE,1,1769.31
15:20:09.766,0.0000023511,0.0137667,0.029672,62.3569,0,FALSE,FALSE,1,1779.34
15:20:10.078,0.00000235539,0.0137345,0.0298312,62.5867,0,FALSE,FALSE,1,1789.37
15:20:10.389,0.00000235334,0.0137283,0.0299397,62.7075,0,FALSE,FALSE,1,1799.4
15:20:10.701,0.00000235057,0.0137492,0.0300531,62.7743,0,FALSE,FALSE,1,1809.43
15:20:11.013,0.00000234881,0.013769,0.030176,62.852,0,FALSE,FALSE,1,1819.46
15:20:11.322,0.00000235507,0.0137845,0.0303789,63.0153,0,FALSE,FALSE,1,1829.49
15:20:11.637,0.00000235621,0.0137778,0.03052,63.1642,0,FALSE,FALSE,1,1839.52
15:20:11.949,0.00000236215,0.013734,0.0306946,63.4204,0,FALSE,FALSE,1,1849.55
15:20:12.261,0.00000235437,0.0137605,0.0307583,63.4246,0,FALSE,FALSE,1,1859.58
15:20:12.573,0.00000235146,0.0137612,0.0308609,63.5183,0,FALSE,FALSE,1,1869.61
15:20:12.885,0.00000235938,0.0137857,0.0310882,63.6765,0,FALSE,FALSE,1,1879.64
15:20:13.199,0.00000235861,0.0137791,0.0312104,63.8011,0,FALSE,FALSE,1,1889.67
15:20:13.616,0.00000236317,0.0138164,0.0314091,63.9035,0,FALSE,FALSE,1,1899.7
15:20:13.929,0.00000235553,0.0138244,0.0314642,63.9364,0,FALSE,FALSE,1,1909.73
15:20:14.241,0.00000236063,0.0138097,0.0316465,64.1272,0,FALSE,FALSE,1,1919.76
15:20:14.556,0.00000235078,0.0137965,0.0316671,64.1718,0,FALSE,FALSE,1,1929.79
15:20:14.868,0.00000235929,0.0138348,0.0319106,64.307,0,FALSE,FALSE,1,1939.82
15:20:15.181,0.0000023623,0.0138444,0.032082,64.4351,0,FALSE,FALSE,1,1949.85
15:20:15.497,0.00000235249,0.0137684,0.0320747,64.5793,0,FALSE,FALSE,1,1959.88
15:20:15.814,0.00000235272,0.0138022,0.0322257,64.6403,0,FALSE,FALSE,1,1969.91
15:20:16.125,0.00000235962,0.0138276,0.0324482,64.7769,0,FALSE,FALSE,1,1979.94
15:20:16.540,0.00000235113,0.013818,0.0324826,64.8242,0,FALSE,FALSE,1,1989.97
15:20:16.852,0.00000235302,0.0138197,0.0326391,64.9499,0,FALSE,FALSE,1,2000
